Time	EMG_Ch1	EMG_Ch2	EMG_Ch3	EMG_Ch4	EMG_Ch5	EMG_Ch6	EMG_Ch7	EMG_Ch8
0.0	0.5836862746671957	0.5827909219937861	0.5619256272969749	0.5414541048081354	0.6369545033284502	0.4428401526615308	0.5329953662726575	0.5361436128347916
0.001	0.4284605219362491	0.42886590391587326	0.4179040786711579	0.3967469702385712	0.47221912587067066	0.3197132762854173	0.3904069832610892	0.38916613150699797
0.002	0.48179742605442794	0.4820335616670631	0.4679955998438382	0.4499941769745261	0.5273025716931675	0.3673837386165242	0.4408333981152375	0.44571398471388707
0.003	0.6479135629746364	0.6490136545698332	0.6245776093201665	0.6082773017765712	0.7021989895678038	0.5044049336716081	0.5963013120755711	0.608177459867098
0.004	0.804151026752283	0.805630214300787	0.7748017663089168	0.7532060611508382	0.8697396566434916	0.6284629869136297	0.7411559694625611	0.7521580063018144
0.005	0.9683951702375304	0.9700618349893926	0.9313302896094229	0.9044671357481721	1.045885648347326	0.7525592178266349	0.889265649801376	0.9004022659467509
0.006	1.0966773496044895	1.0985885831110431	1.058581070367875	1.0205633162412648	1.1848666372212124	0.8442940894082488	1.0059272442753446	1.0164804650809551
0.007	1.131331330154145	1.1302254426373928	1.0961802346305984	1.0470364775490988	1.2296375275978595	0.85679789160989	1.0335143762898062	1.0388837950579688
0.008	1.0816179056636785	1.0742184995204775	1.0489136255351383	0.9948421857497179	1.18367170281695	0.8043648168855272	0.981416819021772	0.979909845437394
0.009	0.9682210124974927	0.9586447043801796	0.9424822453358135	0.8865149022587218	1.065064405229704	0.7084399279821186	0.8768452800186778	0.8686407542904813
0.01	0.7562731936357634	0.7489072790011064	0.7403078588174098	0.6865252730661696	0.8393587597843567	0.5364941920816247	0.6822783554261408	0.6681026681909578
0.011	0.4562606675455372	0.44580110150993735	0.44984080408232363	0.40221286612897744	0.5154049193411414	0.29863458904004947	0.40087735332988433	0.38487506659043247
0.012	0.13513241733407114	0.12421092910032754	0.13856077846998047	0.10044230866530868	0.16560616824049507	0.05128349736393708	0.10580340468440637	0.08707214956578672
0.013	-0.16579552953887686	-0.17338414883428815	-0.1527868827590457	-0.17580137755643627	-0.16470000685551006	-0.1746705047304694	-0.16427491395306115	-0.1843421465467386
0.014	-0.44979858674678297	-0.4543363406948373	-0.42697258444507385	-0.4327180939441488	-0.47747359581095933	-0.38063147632260247	-0.4196413399066913	-0.4368602621776592
0.015	-0.6620800864030705	-0.6628021878274031	-0.6329908416026766	-0.6268350174073952	-0.7137800068571013	-0.5260716030848889	-0.6100644863595983	-0.621952972956309
0.016	-0.7524495471226342	-0.7528652605204083	-0.7259968245871878	-0.7043808162915698	-0.8204456229624626	-0.5781788618761569	-0.6910387356414105	-0.6917051420879516
0.017	-0.7234540339908916	-0.7223518585720217	-0.7021716212525043	-0.6690124934626798	-0.7961399073401166	-0.5388176709447917	-0.6594106976298848	-0.6515935543408411
0.018	-0.6237491572469624	-0.6167802562649203	-0.6064570173330026	-0.5705142384206366	-0.6923827266442539	-0.4511672525485775	-0.5635219693328675	-0.5478523129637768
0.019	-0.4497651542307807	-0.4415877765152029	-0.4438048680204114	-0.4056189374237707	-0.5082214932446578	-0.31107222666451634	-0.4035305852764502	-0.38248155354114594
0.02	-0.23169300908438442	-0.22588516639837547	-0.23514443004085828	-0.19916623789456384	-0.2734953824616069	-0.13672353221903288	-0.2037253858870973	-0.18113452610384098
0.021	-0.013321733261748889	-0.005336410619207171	-0.018725886458619258	0.009798147501969232	-0.0336598415259874	0.035535349656435844	-5.910285115293037e-05	0.021578472003915945
0.022	0.201272129948065	0.2067717243571726	0.18808609928115907	0.20656004166899136	0.20341643818187027	0.19814770326961081	0.1983088793123361	0.21461706822242693
0.023	0.36566123083378405	0.3670327767646668	0.34641286449993375	0.35530492549017245	0.3870712703677464	0.3114526184238449	0.3441931650643417	0.3571723307463643
0.024	0.4442611742519221	0.4447227953158652	0.42484072843301	0.42262729208151484	0.47652409832028625	0.3520422966808194	0.40983648416918483	0.4159174627504603
0.025	0.4552872086999016	0.4531083266088895	0.4377008853515559	0.42291462981383826	0.49540107780914894	0.34636422076233625	0.41373462327266536	0.4131424276840623
0.026	0.3909986286335782	0.3874138448470909	0.3806491906179644	0.3594965534695486	0.43615496258812897	0.2886797630896456	0.35688212649941187	0.34689734264355276
0.027	0.23975255962074993	0.23241938770138876	0.23771577463591045	0.21220766687913775	0.2757040483276463	0.16049907849371592	0.2168146161572147	0.1975405163798552
0.028	0.02672871492338109	0.019996936910921737	0.030759898286316548	0.007825104902270981	0.04600392157304284	-0.013678888199283852	0.017083192159660258	-0.005157711679227887
0.029	-0.19523441793692276	-0.20007449081807444	-0.18850610381303023	-0.1947252786323675	-0.19443163082843323	-0.18335285436908053	-0.18622907692457855	-0.20808433338556434
0.03	-0.40853166917584754	-0.4141519065423111	-0.3957017927802478	-0.3886094618519569	-0.42958996258219573	-0.3391569421938748	-0.38238518049800285	-0.4020115336452094
0.031	-0.5912698270593508	-0.5924412479519947	-0.5699073751326511	-0.5552303511048794	-0.6293292241333537	-0.4715478798452215	-0.5433975372818413	-0.5650389372502598
0.032	-0.6962465408196084	-0.6970406705764358	-0.670900227282708	-0.6517089672508009	-0.7497155416142	-0.5433826252204594	-0.6356909712433444	-0.6537637990837424
0.033	-0.6984588386357619	-0.6979947516758118	-0.6735069366509707	-0.6504045726965445	-0.7599016584197988	-0.531640440050642	-0.6335684104282887	-0.6439377155887888
0.034	-0.6123954367474177	-0.6080063520165595	-0.5937678348908401	-0.5628564012982565	-0.6724107823467963	-0.45195697664581774	-0.547574664489295	-0.5533260451143409
0.035	-0.4642540240464551	-0.46041684629191415	-0.45402882198560957	-0.4198827501509527	-0.5169053164440089	-0.3263104462927771	-0.4098614294573338	-0.40878738966520833
0.036	-0.2657465222257488	-0.2578844038757769	-0.2603962024881167	-0.23022104544130892	-0.29906528248344794	-0.1667606003115174	-0.22517824275864806	-0.21454052136304932
0.037	-0.04167527916898418	-0.030548893007464245	-0.04227553061462336	-0.021599808554433324	-0.05578269293943818	0.0032439186740490164	-0.023865795936309112	-0.007235516302910139
0.038	0.1826313407104115	0.1906686200776533	0.17290200839356049	0.18559539808482706	0.1851415865107487	0.17270041296100533	0.1737058473565047	0.19471194165432257
0.039	0.38079519027223574	0.3862652276934863	0.36185399882755437	0.3677195943834451	0.3983519445093696	0.3183161893797722	0.3510777257920626	0.3741891365524901
0.04	0.5196641438118041	0.524120176680937	0.49588437747655845	0.4893362486673895	0.5518739537551365	0.41208186898589344	0.4729181166185772	0.49261315029454644
0.041	0.580519969531491	0.5807229529608819	0.5593853684559046	0.5390163420110423	0.6258584089870406	0.4452599491718969	0.524161659182063	0.5405026748893493
0.042	0.5720350106405081	0.5695759024352816	0.5543781458169059	0.5267597053030532	0.6236403109408525	0.4279305109367877	0.5154610767974499	0.5241598681698603
0.043	0.48956376104078053	0.48528517635556706	0.47572476819562376	0.4436087532901719	0.5371928251648066	0.35490449295287224	0.43494185259137175	0.4372194938205847
0.044	0.3293488529328513	0.32159643241752156	0.3233851475735506	0.28928460904952724	0.365367962558194	0.22283197249624706	0.2841708930633464	0.28212504116652515
0.045	0.12504223941917406	0.11957486768841516	0.13124047435239342	0.09986209255817122	0.14947821679914253	0.06131782275952066	0.09976616402003509	0.09287800193254961
0.046	-0.08290206704350822	-0.08591288277327472	-0.06791217454302237	-0.09357069563901334	-0.07555258852810048	-0.10071689126957475	-0.08759585862479004	-0.09918698575388228
0.047	-0.276590114529183	-0.2773646474134675	-0.2607827002332337	-0.27270630169126353	-0.29100492960948626	-0.24619933820822068	-0.26539608599736536	-0.27831889335229537
0.048	-0.42738899677492126	-0.4274308713148112	-0.4108202224334166	-0.40786691494346816	-0.46158647083393384	-0.351883041252278	-0.40499989616170445	-0.4111340005551735
0.049	-0.504022563603026	-0.5030024621856363	-0.4854878760505815	-0.4716134135777332	-0.5479110657068565	-0.39720321715259976	-0.4701435232525103	-0.4733487236156293
0.05	-0.4912685624099233	-0.4850258492995879	-0.4720300922927281	-0.45099253168431097	-0.5381320035174659	-0.3730314215993202	-0.45361297622785746	-0.4511730862291049
0.051	-0.40612728613153826	-0.3997053174001399	-0.39373002803172025	-0.3676468986991259	-0.44971908475863237	-0.29591509409900496	-0.37157659340672405	-0.3626407506989542
0.052	-0.26873720845437166	-0.26465937122919114	-0.2637237209565215	-0.2389572403353788	-0.29896316167944864	-0.1793291332994949	-0.2395425308532461	-0.23242282371351103
0.053	-0.09648959980185716	-0.09327118179124526	-0.09154558672204723	-0.07292076259232239	-0.10885914279424208	-0.03692647842823801	-0.07493237250026062	-0.06913953807666515
0.054	0.09262290573657206	0.09483530747163918	0.09015618059150445	0.10396980625082172	0.0985395342126644	0.10910068773477138	0.10018052217199862	0.10862317961032318
0.055	0.2766693440010197	0.2787502505067145	0.2668313173394728	0.2695729527957924	0.30077742528748463	0.242756592374611	0.2664486266176016	0.27521516829687465
0.056	0.4256048179656042	0.42415684120658653	0.4131367181838343	0.4049293084027355	0.46741652169371284	0.3487644134847213	0.4008709302319566	0.4059090935458429
0.057	0.517836434872573	0.5136040230881125	0.5010993947264258	0.4861962012655205	0.5676130186895333	0.41061619850118214	0.48274483223685377	0.4836732915637015
0.058	0.5437493071119728	0.541543054091594	0.5244800567421495	0.5082658727014531	0.5953160648689607	0.4181905290026565	0.5039251909488599	0.49846854312897443
0.059	0.5032588614153879	0.4994650554687115	0.48453607936112825	0.4658332099007384	0.5507167145205757	0.37569979674988796	0.46256939534519886	0.45138426199302295
0.06	0.39405705117973705	0.38852737111235675	0.3795640955516869	0.35731116910377464	0.43161284993164195	0.2817861429043716	0.3628262844303734	0.3472378301569112
0.061	0.22637949860899886	0.2197292519473227	0.21808251976662513	0.19801864989410525	0.2515529297189936	0.14428376833796833	0.2044048148380432	0.18741598310973073
0.062	0.031803872748286686	0.024166004860465842	0.03450528575705026	0.014621453600245943	0.04138070594409955	-0.0060281529934805705	0.02137761953313621	0.0052227743418254615
0.063	-0.1568042681346272	-0.16218748694824578	-0.14940648592861938	-0.1606539634375204	-0.16630469583166013	-0.15369243047586395	-0.15127186149199087	-0.1635108056648015
0.064	-0.3221009578747479	-0.3285125852972023	-0.3175846155948281	-0.31526942965502674	-0.35280581934692207	-0.27959115073316804	-0.3058955123291033	-0.3113771305453823
0.065	-0.4426369271314601	-0.44858059336901235	-0.4351965687070249	-0.4232976091931514	-0.48688622180061203	-0.36055531329552576	-0.41545362011825643	-0.41801544856172584
0.066	-0.49112949092856123	-0.49392380521711055	-0.4778559780775093	-0.4617659365845964	-0.5413712466556292	-0.3837442481500864	-0.45638613336251954	-0.45438560514430887
0.067	-0.46407164394176526	-0.46455570511210253	-0.44961230427374466	-0.43272869242906764	-0.5102308335428449	-0.3480514481432493	-0.4267166950877345	-0.4189676689818755
0.068	-0.3784063993296604	-0.3746143705022068	-0.3653690920488397	-0.3446466315729848	-0.4143813864972005	-0.271635878677859	-0.3394340757188963	-0.33272551804870876
0.069	-0.24286443268099098	-0.2384870927917275	-0.2368507027641045	-0.21647976563020016	-0.2692216899826797	-0.1611979742762967	-0.21110642012472636	-0.2033166280467206
0.07	-0.07491238568720338	-0.0705534068307714	-0.0808248154099648	-0.06289565169526448	-0.08660424428502787	-0.03077727644640567	-0.06220758116705066	-0.04868123349260899
0.071	0.0945974529736648	0.09882614542306052	0.08494366267724036	0.09753045641748277	0.09980417610129481	0.10025743293089398	0.09628596694045154	0.10711259553691563
0.072	0.25219991084586546	0.2539064402520163	0.2417489850286993	0.2437891972913878	0.27284991016933774	0.21914255659073487	0.2449585542148465	0.25006125262175205
0.073	0.37301059627975197	0.37486023283628117	0.3611697803918524	0.35456675314717495	0.4070336134407769	0.3066168186737377	0.3531679042619773	0.3554086428438735
0.074	0.4358847956672639	0.4376964428701352	0.42304338127990465	0.41132347598967667	0.4770532889455913	0.3460736985376416	0.4065822055061414	0.4056392144632295
0.075	0.44142682079125833	0.44347644392369623	0.4296591808167728	0.4119632948909287	0.4836291118190328	0.334660337293177	0.40423856331134145	0.4040573776808602
0.076	0.3849837591389995	0.38785475263442454	0.37663662715121105	0.3558352908560176	0.42505624668467096	0.281434663112757	0.34657982808934734	0.3496848590354651
0.077	0.2688896273810929	0.2740788809598763	0.266098535417818	0.24629223997990612	0.300836784136878	0.1862094327040127	0.2379470583088795	0.2371273144020268
0.078	0.11342443357793956	0.11854424073042759	0.11291887047166424	0.10109509160142433	0.13032787385053135	0.060085021240102676	0.09363596152227106	0.08946211159526143
0.079	-0.05635382719475215	-0.054126483752113166	-0.05833497608547167	-0.05675348455713667	-0.05573254358371893	-0.07146137401119045	-0.06633268930135754	-0.06831641803221546
0.08	-0.22164359345594414	-0.2223802483800383	-0.21695441181063843	-0.21230756453158206	-0.236509604843171	-0.19561655770299965	-0.21581374116442595	-0.22038382812392174
0.081	-0.35694330423322557	-0.3607807878976933	-0.344307948289181	-0.34040260775417347	-0.3850766380443451	-0.29445418933749445	-0.3358187347547601	-0.34367311210031326
0.082	-0.4435187366400099	-0.4428816477181323	-0.424444081705208	-0.41573355666119927	-0.48123126024774454	-0.349992055063106	-0.4099217406205615	-0.4170296528627789
0.083	-0.4609869583191075	-0.45634673676375326	-0.44285246615634155	-0.42397277842191633	-0.5059215621647573	-0.35242191064467066	-0.42201851610423136	-0.4227992895049878
0.084	-0.40896258085135784	-0.4059469975262903	-0.39760743278340643	-0.37393371139109954	-0.4558064832047277	-0.3043130153785211	-0.3762793635349898	-0.3684558382417475
0.085	-0.30727548369139823	-0.3027768694628084	-0.29970003228173747	-0.2787268683215964	-0.3465772760975819	-0.21706947460473672	-0.28119387182363975	-0.268840922019133
0.086	-0.16965774405906003	-0.162103293430635	-0.16541564061004843	-0.14524630679588968	-0.19445691572925478	-0.10435900351811228	-0.1481712907120743	-0.14029140952280467
0.087	-0.014159428184962079	-0.0087611380950966	-0.01463351525592126	2.5742364241541048e-05	-0.023754344513609773	0.01957329762830819	0.0009237611547873018	0.0032234767512598584
0.088	0.14095426864313315	0.1432013464195964	0.13536222696289366	0.14312418524365372	0.14877482419717777	0.14017362942386372	0.1443065464523596	0.14617763368144676
0.089	0.27739098699099995	0.27769272725482347	0.26660517806464934	0.26687349960027124	0.29867819931252054	0.23769666178949705	0.26593040218493186	0.2671909964649231
